uid,n_AI_sentences,executive,company,call_date,AI-related sentences,conceptual (0-2),critical (0-2),applied (0-2),governance (0-2)
TR047,31,Satya Nadella,Microsoft Corporation,2023-01-24,"•  And the next major wave of computing is being born as we turn the world's most advanced AI models into a new computing platform.
•  And lastly, we're going to lead in the AI era, knowing that maximum enterprise value gets created during platform shifts.
•  Now on to AI.
•  The age of AI is upon us and Microsoft is powering it.
•  We are witnessing nonlinear improvements in capability of foundation models, which we are making available as platforms.
•  And as customers select their cloud providers and invest in new workloads, we are well positioned to capture that opportunity as a leader in AI.
•  We have the most powerful AI supercomputing infrastructure in the cloud.
•  It's being used by customers and partners like OpenAI to train state-of-the-art models and services, including ChatGPT.
•  We will soon add support for ChatGPT, enabling customers to use it in their own applications for the first time.
•  We are pleased to be their exclusive cloud provider, and we'll deploy their models across our consumer and enterprise products as we continue to push the state-of-the-art in AI.
•  All of this innovation is driving growth across our Azure AI services.
•  GitHub is now home to 100 million developers and GitHub Copilot is the first at-scale AI product built for this era, fundamentally transforming developer productivity.
•  More than 1 million people have used Copilot to date.
•  This quarter, we brought Copilot to businesses, and we have seen strong interest and early adoption from companies, including Duolingo, Lemonade and Volkswagen's CARIAD Software Group.
•  And we are making it easier for anyone to streamline repetitive tasks, introducing new AI-powered features to turn natural language prompts into complex workflows.
•  And this quarter, we introduced our new Supply Chain Platform, helping customers like iFit and Kraft Heinz apply AI to predict and mitigate disruptions.
•  And in health care, we are rapidly becoming the partner of choice for any provider looking to generate real value from AI, with Nuance DAX ambient intelligence solution, physicians can reduce documentation time by half, improving the quality of their patient interactions.
•  Microsoft 365 is rapidly evolving into an AI-first platform that enables every individual to amplify their creativity and productivity with both our established applications as well as new applications like Designer, Stream and Loop.
•  With Teams Premium, we are meeting enterprise demand for advanced features like end-to-end encryption and AI-powered recaps.
•  And so I think the way for our investors to see this is we fundamentally believe that the next big platform wave, as I said, is going to be AI and be strong.
•  For the last 3.5, 4 years, we've been working very, very hard to build both the training supercomputers and now, of course, the inference infrastructure because once you use AI inside of your applications, it goes from just being training-heavy to inference.
•  You could prompt the -- I mean one of the reasons why we are the leaders in robotic process automation and workflow automation today is because of some of the AI capabilities that we have in there.
•  GitHub Copilot is, in fact, you would say, the most at-scale LLM-based product out there in the marketplace today.
•  And so we fully expect us to sort of incorporate AI in every layer of the stack, whether it's in productivity, whether it's in our consumer services.
•  We're excited about the ChatGPT being built on Azure and having the traction it has.
•  But fundamentally, it's going to be something that's going to drive, I think, innovation and competitive differentiation in every one of the Microsoft solutions by leading in AI.
•  And then the other aspect I'd also say is simultaneously investing in this new AI trend because I don't think any application start that happens next is going to look like the application starts of 2019 or 2020.
•  They're all going to have considerations around how is my AI inference performance, cost, model is going to look like?
•  On the second piece, I think it's too early to sort of start somehow separating out AI from the rest of the workload.
•  I mean even the workloads themselves, AI is just going to be a core part of a workload in Azure versus just AI alone.
•  So I think over time, obviously, I think every app is going to be an AI app.",2,1,2,0
TR048,7,W. Carlson,"RE/MAX Holdings, Inc.",2026-02-20,"•  They both incorporate personalized content, AI capabilities that deliver better consumer engagement, making stronger connections to agents while also furthering our monetization strategies.
•  For example, agents can now turn listings into AI-generated videos with the click of a button.
•  Additionally, consumers can leverage AI to redesign home exteriors and interiors of property photos on our websites, improving engagement and extending the amount of time they spend on site.
•  I think AI for the sake of AI is a mistake.
•  And I think that we're trying to be very purposeful on how we deploy automation, technology and obviously, some of that is AI.
•  And so you're seeing us deploy tools and services like MAX AI, which resides on remax.com and.ca, which helps nurture leads and helps consumers find the right real estate agent within the RE/MAX network.
•  And so when we think about AI, we think about how we can deploy AI to help achieve those 3 goals.",1,1,1,0
TR049,9,Cristiano Veloso,Verde AgriTech Limited,2023-03-31,"•  We're going to carry on developing all of that and something very important for this is artificial intelligence.
•  Some months ago, we started using this artificial intelligence platform for Salesforce called, Einstein, which already tells us who is the customer more likely to buy from us again or a customer which we might be losing or someone where there is a great opportunity, but it's changing a lot now with ChatGPT.
•  So Salesforce announced they're launching their Einstein GPT.
•  Working very hard on artificial intelligence, we're very excited about.
•  So the whole team, everyone works with ChatGPT and for those of you who haven't fully appreciated how transformative artificial intelligence is for business and how it will be, I would encourage you to have a look at it.
•  And that's something else artificial intelligence has also been helping us.
•  I was talking to an expert and he was talking about how some companies, they -- given the AI revolution, we're going to it's still in early days, but has begun.
•  It was just saying AI is all driven by data.
•  So all of that is what I think AI will be making a massive difference.",1,0,1,0
TR050,6,Matthew Kissner,"John Wiley & Sons, Inc.",2024-01-25,"•  It's also structured to be flexible and applicable in many different forms, and that is becoming increasingly important in an AI world, where high-quality curated and structured content is highly valued for model development.
•  We are leveraging our high-impact content libraries for artificial intelligence and using AI and machine learning technologies to drive productivity gains in the creation of knowledge and in how we work.
•  AI and machine learning are attractive opportunities.
•  We will look to embed our content into AI models.
•  Wiley's content is highly conducive to large language models and training engines.
•  And what a terrific position to build off with these relationships as you look at, let's say, we touched a little bit on AI and cooperating with these and partnering with these societies as you get into kind of what the impact of AI is going to be on science.",1,0,1,0
TR051,4,Stephen Trundle,"Alarm.com Holdings, Inc.",2024-05-09,"•  Subscribers can tag a familiar vehicle in a video clip and personalize the AI model associated with their property to recognize that particular vehicle going forward.
•  Looking ahead, we are positioned to continue to innovate in AI, and we plan to bring additional capabilities to market that allow customers to personalize the AI models associated with their specific property.
•  Well, I would say big picture that we're going to continue to find purpose for new devices that collect data simply because the value of the data derived from each device is now substantially higher than it was 3 or 4 years ago before a lot of the AI activity that everyone is talking about now.
•  And with our backgrounds in software and IoT device development, and increasingly in AI, I think we'll be well positioned to discover those all branches as they as the market makes room for them.",1,0,1,0
TR052,10,Michael McLaughlin,Informatica Inc.,2024-12-04,"•  Everybody is ready for Gen AI, except your data.
•  And frankly, that's what we are hearing from customers that as CIOs and CDOs and others get serious about enterprise-grade GenAI applications, they're quickly realizing that data is the fuel and their data, in most cases, is not where it should be and the quality that needs to be or governed in the way that it would need to be effectively or even regulatorily used in GenAI applications.
•  And that's where we fit in, is that we bring your data together, we curate and quality control it, we govern it and we orchestrate it into workflows that use LLMs, vector databases and RAG architectures.
•  It means that in addition to the other users of data that we support, we have to support LLMs.
•  So if you look at our demos of how we do GenAI data management, and these are real use cases that customers have in POC right now.
•  In the drag-and-drop no-code workflow, where you're setting up your GenAI-based application, you get to the do something -- we've done all this, we've got all the data from all the different sources, we've cleansed it and transformed it.
•  It's a drop-down menu, it says which LLM are you going to use and where is it?
•  And we hope there's genuine revenue generating AI demand, which -- GenAI demand, which has all been sort of POC demand so far.
•  We have numerous customers that are using Informatica or GenAI-based proof-of-concept workloads at enterprise scale.
•  And at enterprise scale, standing up a chatbot or writing marketing copy or summarizing a meeting is different than revolutionizing an insurance claim processing workflow to use GenAI to interpret the pictures that the agents send in as to whether how much that damage is really going to cost, which is one of the use cases that customers that a customer of ours is using Informatica for as the backbone for that process.",1,1,1,1
TR053,9,Rafael Sotomayor,NXP Semiconductors N.V.,2025-05-13,"•  The complexity of integrating technologies, whether it's connectivity you mentioned, artificial intelligence, security, different types of processing that is required, and then creating an ecosystem around it.
•  And so by developing our own MPU, we were quickly able to really scale down the capabilities of AI into product categories that licensing would have never allow us to do so.
•  The ability to actually make algorithms and machine learning algorithms kind of easy to put into the hands of our customers became also clearly apparent to us.
•  So we started investing on the entire software ecosystem of enabling these -- think about an AI SDK.
•  And then the market shifts quickly into -- from CNN models to transformer models, that is Gen AI.
•  And there's this huge investment in the cloud to develop all sorts of kind of AI models, large language models, which, if they are properly sized and properly adjusted, they could make an enormous impact into edge devices.
•  And so we quickly kind of pivot in to say, okay, we go from machine learning to Gen AI, and we evaluated this buy versus build.
•  And we thought we evaluated this is how we ended up with doing the acquisition of -- soon to be finished acquisition of Kinara, which -- this is a leading company developing Gen AI for the edge, where the -- I guess, the ratio of power versus performance, which is ultimately what we want to do.
•  And so that tells you that NXP is positioning ourselves -- we're positioning ourselves as to be the premier provider of edge AI solutions for sure, from MCUs, all the way to high-end microprocessors.",1,0,1,0
TR054,3,Jonas Nilsson,Impact Coatings AB (publ),2025-10-21,"•  Here, we are talking about natural gas-driven solid oxide fuel cell systems used to power AI data centers, microgrids or households.
•  These companies describe a rapidly expanding market driven by two key trends: first, the massive growth of AI data center; and second, the global push for energy independence in a world where importing energy from other countries is risky and also expensive.
•  The goal is to power growing AI workloads with reliable, low-emission electricity that can be quickly deployed and easily scaled.",1,0,0,0
TR055,9,Sameer Wasson,GLOBALFOUNDRIES Inc.,2025-12-03,"•  MIPS is powering the next wave of physical AI by delivering the real-time event-driven computing engines that intelligent systems need.
•  Because our technology delivers deterministic real-time performance, the ability to sense an event and act on it immediately, which is exactly what physical AI applications demand.
•  We contribute a proven world-class processor IP portfolio that enables real-time AI in the physical world, backed by decades of innovation and broad adoption.
•  We are providing the critical computing engines that will drive these physical AI workloads, and that's why MIPS is such a powerful and timely addition to GF's customer offering.
•  Let's go deeper into how we conceive platforms for physical AI because this is where the real differentiation begins.
•  Physical AI is fundamentally different from cloud AI.
•  Our Atlas Explorer platform lets customers tune multimodal AI models, co-design hardware and software and validate performance before a single chip is taped out.
•  That's not just AI, it's physical AI.
•  And it demands distributed intelligence, low-power AI cores, high-quality mixed-signal analog and real-time communication backlinks.",1,0,1,0
TR056,4,Kyle Gano,"Neurocrine Biosciences, Inc.",2025-09-09,"•  So on AI, we're not an AI company.
•  The other side of AI that we are leveraging -- and when I say leveraging both for discovery and this other piece that I'll be mentioning, it's really very early innings for Neurocrine.
•  This is not an area that's, again, that we've invested a lot of our dollars in since the beginning of our conversations about AI.
•  So they can bring in the data to an algorithm that's part of an AI tool, and have the AI tool itself help develop that initial study report.",1,0,0,0
TR057,5,Kara Sprague,"F5, Inc.",2023-11-14,"•  And so Shape, when we bought them in 2020 and also still today, has best-in-class machine learning-based traffic profiling capability.
•  And so that traffic-profiling capability, again, it's using very sophisticated machine learning models, that is now being used as the anti-bot portion of our web app and API protection offering within Distributed Cloud.
•  So that means that if you believe that the world is going to continue to become more digital and that organizations are going to continue to invest in applications and APIs in order to better their customer experiences, to streamline their operations, to take advantage of AI, that means that F5 is going to benefit.
•  That is a secular trend, and AI is only going to further drive that trend.
•  And we are therefore also tied to the distribution of AI inference and AI technologies across hybrid and multi-cloud environments.",1,0,1,0
TR058,26,Cristiano Amon,QUALCOMM Incorporated,2023-05-31,"•  I'm sure we're going to talk about AI.
•  But if you believe in the current AI hype and you think about all those different use cases are going to happen, those are going to come to phones.
•  And eventually when that happens, people are going to want to have an AI phone.
•  We have -- and we'll talk about AI later, but we have an incredible, really, NPU.
•  So by 25, based on what we see now, if AI becomes more pervasive, that's another degree.
•  What we got from Veoneer is Arriver, which is a computer vision stack for assisted driving and autonomy.
•  Veoneer brings a proven stack for computer vision.
•  Think about the computer vision SoC, front-facing camera, rear-facing camera, 360.
•  Then the other 1 is the ADAS, it's the computer vision SoC.
•  That's where we use our AI 100, and it has server level performance of AI.
•  For example, GM Super Cruise, Ultra Cruise is all running on our platform, which is based on the same technology that goes into AI 100, and that drives significantly higher silicon and revenue content.
•  It has a lot of AI.
•  I wait to you to ask the AI question to elaborate.
•  Look, I'm obviously very excited about this, and it's not just because of everybody is talking about AI.
•  First of all, those large models -- and you saw with ChatGPT, they made a lot of progress.
•  Well, think about a ChatGPT tree with over 200 billion parameters.
•  If you look at the history of computing, and I look at AI is accelerating computing.
•  As soon as ChatGPT was open, I talked to our GC and we put a policy out.
•  Our engineers can't source code to ChatGPT and ask, like, check my code because once sent, it is gone.
•  That's going to be the story of AI.
•  But every other company that I talked to, they're looking in what is going to be the open programming interface for AI for both training and inference.
•  All this conversation about hybrid AI, Microsoft is talking about it.
•  And we can run ChatGPT locally.
•  The Microsoft talking about the ability to have all those AI experience.
•  But I think the message here is there's a lot of opportunities for AI for us.
•  We have leading CPU, leading GPU, leading AI.",1,1,1,1
TR059,7,Rahul Kanwar,"SS&C Technologies Holdings, Inc.",2023-11-16,"•  Increasingly over the last couple of years, it's how much AI can you get in there?
•  And whether it's generative technologies or machine learning or robotic process automation that we're big believers in, and we've bought a company called Blue Prism that that's what they do.
•  So look, AI is a lot of different things.
•  We're using GPT, which is content, primarily content.
•  And we're using machine learning on workflows, and we're using robotic process automation, which is what the biggest part of what Blue Prism does.
•  Most of the people we compete with, when they talk about using AI, they're talking about using a vendor and they're talking about using it sort of in somewhat of a superficial way to improve some workflow or something like that.
•  Then you bring in something like Blue Prism or now I want to read and understand that document, so you bring in a GPT type technology.",1,1,1,0
TR060,3,Ara Mahdessian,"ServiceTitan, Inc.",2025-01-13,"•  I think it might almost seem ironic that such big opportunities for data and AI, some of the biggest happens to be in the trades, and we happen to be big beneficiaries to this.
•  And so for us, the AI story actually is not a hype, it's a reality.
•  We already have 3 AI products.",0,0,1,0
E01,1,Megan Crozier,Walmart Inc.,,"• It has all sorts of features from an AI-powered did you forget prompt that helps a member not forget their favorite items to Sam's Cash, which helps our members realize the amazing value they get from a Sam's Club membership.",0,0,1,0
E02,2,David Carroll,Navitas Semiconductor Corporation,,"• We see AI is inevitably driving and pulling the power density and efficiency ever higher, and that's a perfect fit for Navitas.
• AI is only going to accelerate this push to higher power density and improved efficiency.",1,0,0,0
E03,4,Inga Deakin,Molten Ventures Plc,,"• So as we've talked in previous sessions like Martin mentioned, for example, on AI, the opportunity for digital tools in health is massive and increasing as the availability of data and integration of software in various healthcare processes increases.
• So topics around data privacy, security, use of AI.
• So we have an announcement, which we will announce -- we have a company we will announce shortly, which is doing biological profiling of samples and then interrogating that data with AI and machine learning.
• And this convergence of biology and increasing availability of data in biology and AI is certainly a particular area of interest, maybe we can discuss another time.",1,0,1,1
E04,1,Simon Roberts,J Sainsbury plc,,"• Okay well, given Blathnaid been giving us such a clear picture of the Argos kind of category position, Blathnaid maybe to pick up on the mix of sales there, and then we'll talk about online AI technology and everything that followed Clive.",0,0,1,0
E05,1,Stephen Bonnyman,AGF Management Limited,,"• When we think of AI, that flows to real estate data centers.",1,0,0,0
E06,1,Hamid Moghadam,"Prologis, Inc.",,"• Everybody talks about the demand side of data centers, and they're going to be fabulous, whether it's AI, streaming, whatever else you can think of, we get that, everybody gets that.",1,0,0,0
E07,2,Vasant Jadhav,"Alnylam Pharmaceuticals, Inc.",,"• With our Gemini platform, we have shown simultaneous knockdown of 2 targets.
• I mean with GEMINI we have obviously shown that we can take 2 different targets.",0,0,0,0
E08,3,Jonathan Wilkinson-Baldry,Whispir Limited,,"• And for those who attended our innovation showcase last quarter, you'd have seen the introduction of Whispir Talkbots, the Voice AI channel for digital messaging workflows.
• So without having to do manual processing and handling of communications workflows or messaging workflows, what we have is seamlessly integrated solutions that can deal with things like catering payments, dealing with signatures, general business process automation workflows.
• And obviously, this opens the door to more general business process automation work.",1,0,1,0
E09,10,K. Krithivasan,Tata Consultancy Services Limited,,"• Subsequent to the launch of our AI.Cloud business unit, we are seeing an increased traction in the marketplace.
• We are now seeing Gen AI POCs pilots moving into production.
• In Q3, we had 4 production deployments of Gen AI engagements.
• Gen AI, I don't think that is impacting at this time.
• I just want to clarify, I talked about 4 Gen AI deals moving from.
• Like we say, AI.Cloud practice includes Gen AI and what we have been doing in cloud.
• So the 4 programs I talked about in Gen AI is to say that things are slowly moving from POC stage to production.
• So these 4 Gen AI deals did not change our revenue.
• So on Gen AI broadly, we would classify this as kind of, for example, our projects that we win in 3 categories.
• [ The cycle on Gen AI ], we've been saying that we will not be able to put a time line on when it achieves a critical mass.",1,0,1,0
E10,31,Gary Shorter,IQVIA Holdings Inc.,,"• Let's get into where AI really sort of helps us support the oversight.
• AI isn't just throw an algorithm at something and see what comes out.
• There's a lot of things where you can use AI and other tools to help you.
• So for example, in automation, the first thing is really making the flow of those clinical insight -- oversight information coming through to consume it and to help consume it easily by being able to recognize it, being able to standardize around it, as Wendy was saying, with some mapping to be able to code based upon what it's seen historically and being able to bring those ontology sets into it to be able to do with unstructured text and to be able to make it into more structured information.
• So there's really a lot around the managing of the data is coming through and being able to automate a lot of that process.
• But in addition, there are other factors around automation that help clinical trials, such as the operational activities coming through and efforts that you have to collect regulatory-wise such as all the documentation.
• So a lot of how can I automate being able to recognize what's coming through to me as a clinical trial user, as an operator and to be able to see where there are issues on the clinical trial flow or indeed on content flow and other flows of operations.
• Those are important factors that we believe are worthy of having the algorithms and tools in there as a library of functions that help feed that oversight, but also to look at and recognize false positives and be able to correctly manage those in a productive way.
• And then finally, as we all know, and I think there's nobody that can avoid this, the ChatGPT and the Generative AI.
• And so it really is about being able to utilize those tools in a way that suits best to the clinical trial, whilst maintaining the regulatory rigor and compliance that's needed because we know that these tools are -- have been talk from a very generalized form and what you need to do is make them more domain-specific into those areas to really be able to feed that oversight correctly and properly and to not give you issues with the use of the AI.
• The automation use cases, just to show in a few examples around that.
• And then finally, another automation around his site of bringing in content from their documents that they have to put into the site holders and into the trial master file.
• While we were able to actually look at that information, again historically speaking, what we've seen in trials in the past be able to automatically classify it, but also check the quality level.
• So it really is about what we're doing here is setting up the automation functions, but also starting to check in real time and very early on somewhat of a level of pushback to say, hang on a minute, is this information coming into me of good quality?
• Beyond that, as we go into the automation, we go into the detection.
• So as we said, there are definitely a lot of different companies out there that do algorithms.
• We can all say we can do algorithms.
• So how can you track and have models with historical content that we've got to be able to put those into the library of AI tools and algorithms that have behind the scenes are running and then presenting that summarized content up to the user through the oversight to really be able to track not just, okay, I've detected something reactively because it's already existed versus I'm detecting or predicting the potential for this to exist.
• So generative AI.
• So I call that cautiously because we all know everybody has basically been trying it and everybody can try ChatGPT.
• There is the case that the generative AI can help.
• You really have to be very careful of how you technologically-wise have your [ LLM ] model and how you make it domain-specific and how you train it.
• So to do that, it really is a case of the collection of all that data and the overset of that data into a form and structure that the generative AI can recognize.
• Another thing that we have been working with is around the way that generative AI can actually help create other forms and other pieces of information.
• So that can really help to automate, but also sort of help to raise information that you may not have as part of the standard and put it into a sort of standard structure that allows you to therefore really sort of build out the operational activities that you need more quickly and efficiently.
• And then because you've got that, when it comes to actually during the running of the clinical trial, instead of having to go to SharePoint and find one risk plan for which study again, this look for that within a SharePoint thesis, what section of that was in the risk plan, you've got your generative AI right here and you type in what were my risks for this again?
• And because it's there in the ChatGPT, it's going to be able to answer those questions for you.
• And then finally, from the point of view of having these AI tools, it's great.
• Because I've got a ChatGPT that I can train and make available and plug it into my system, I can then ask the questions and it will come back without me having to hunt down those plans or hunt down our content.
• So it really is around ontology sets and NLP and having that ability to be able to recognize what is in the document, but what is the meaning of that?
• Again, the question is, how do I now present that private content in a secure location that allows me the regulatory compliance and regulatory issues around the Europeans AI regulations to be able to allow me to run a model in relation to where that content is, while still maintaining the privacy of that particular individual so that I can then extract the relevant information that I need to put into the oversight system.",2,1,2,2
E11,18,Salil Parekh,Infosys Limited,,"• We are seeing strong traction for generative AI programs, leveraging our Topaz capability.
• We have integrated our generative AI components into our service line portfolio, creating impact for our clients.
• We have 100,000 employees trained in generative AI areas.
• Cost and efficiency, automation is much more.
• And generative AI has a lot of interest and traction even if it's small revenue numbers today.
• And then generative AI is becoming more and more important in all discussions.
• So generative AI, we have an extremely strong capability set, a lot of activity with our clients.
• For example, we are working with a large retail company on their AI first transformation.
• We are working with a large global bank on the risk area to use large language models to make that risk area better for them.
• We are not at this stage publicly sharing what the Gen AI revenue is.
• And we feel in generative AI, we are very strong in the capabilities we built.
• For example, there are a lot of large language models out there.
• We have also developed what we think is an approach for large enterprises, what we call the narrow transformer approach.
• Here, when you're looking at large companies, the interest is not just on consumer generative AI.
• And so which is the appropriate large language model you can use for their data set depending on what the area is.
• We are not today calling out the value, the generative AI value today, but that is a different subject.
• We've also done what we call generative AI road show.
• And there are some new clients as well, where we are sort of the first time doing generative AI.",1,0,2,0
E12,7,N. Subramaniam,Tata Consultancy Services Limited,,"• The other question, I think, Gen AI.
• Gen AI, I think, as Krithi pointed out, I think it's moving into a situation where people are comfortable with it.
• I think we have continued our focus on training majority of our workforce on using Gen AI and coming up with innovative ideas of using Gen AI to improve our own productivity and efficiency as well as deliver projects in an architecture, which can evolve on its own, right, using the Gen AI thing.
• The possibilities that we see for the future using Gen AI are enormous, and we only hope that it will realize its potential.
• Our focus is going to be increasing our market share in this kind of conditions and participate in all the big, large transformation projects, win them as well as whatever we have won them, see how we can accelerate using technologies like Gen AI.
• They may calibrate it a bit because, a, Gen AI thing, if I had to put in, should I do it differently?
• And advanced training, I think beyond the minimum training that we started, and there are about 14,000 of our employees have been trained in advanced AI technologies and how do we leverage the architecture and specific features of the NVIDIA chipset and the framework that is there.",1,1,1,0
E13,10,Blake Miller,"Salesforce, Inc.",,"• Hello, and welcome to -- we're going to talk about 5 ways to build customer loyalty through lifelong customer relationships with data and AI.
• We're going to dive into 2 cases of how loyalty is changing with data, AI and how Shoe Carnival is taking advantage of all of the changes.
• So really kind of personalizing that experience and leveraging data and AI across the entire customer life cycle to achieve these goals and provide those great customer experiences.
• We really think about how AI is changing customer loyalty.
• And now we're moving into that new era where AI and personalization is going to shape and change customer loyalty.
• Well, now we'll get to kind of everybody's favorite topic of the day and really talking about AI and how artificial intelligence is changing marketing programs, it's changing loyalty programs and really driving that.
• What has been your experience in bringing AI into your program?
• I think that's the thing that the promise and the stuff that's really exciting about AI is to talk about, for example, the things that marketers have always wanted to do to test to try new things to do the A B testing and it really -- some great examples of how you can start to do that and start to leverage the ability to make these things possible.
• So I think as we really kind of look at the different programs and the opportunities and the ability to test and try a lot of kind of exciting fun things to try and really leverage AI.
• When we talked about really leveraging all that first-party data, putting AI to work to make your personalization better, to make your -- to identify new segments, new audiences, being able to leverage AI to do better personalization, make your marketing teams, make those teams more effective with generative content and audience segmentation and really being able to leverage that.",1,0,1,0
E14,11,Michael Alkire,"Premier, Inc.",,"• As health care systems are starting to sort of sort through how to deal with AI, machine learning, generative AI and other advanced technologies.
• And so if you think about the work that we're doing as far as AI and machine learning, as you think about prior authorization, as you think about working with HCC codes, that work allows for the health care systems to take the technology -- the people, I'm sorry, the resources that historically have worked in those areas because both of those had been historically and still are very manual efforts.
• But to the degree that we can automate those parts of the operation.
• And so the things that we're doing from an AI machine learning as it relates to HCC coding, as it relates to prior authorization and then also as it relates to invoicing.
• As it relates to the proliferation of technology, we've been spending a lot of time with our health systems on Capitol Hill talking about AI and the importance of AI, but we want to do it in a way that we know that it's going to be profoundly helpful to the health care systems and not create a whole bunch of distraction for those health care systems.
• So we want to make sure that the federal government and other agencies are taking advantage of the innovation that the AI and machine learning can actually help those health care systems with.
• So we can use some of those same algorithms that we're using again for the providers and help the payers become more efficient as well.
• In the Performance Services side, we have our PINC AI data set, and that's really all focused clinical decision support.
• I will tell you something I was incredibly proud of yesterday, but when Rob stood up from Intermountain, he talked about quite a bit of the awards that Intermountain Healthcare had won over the course of the year and he flipped the page to the PINC AI 15 Top Health System Awards.
• That is the underpinning for our AI capabilities.
• So Remitra is a technology that initially started out to be primarily focused on invoicing and it had a capability sort of an AI optical character recognition capability to digitize invoices.",1,0,2,0
E15,7,Karl Steinle,Hannover Rück SE,,"• Later on, Claude Chèvre we'll talk about Life and Health, of course.
• We are breaking now for lunch and we'll resume at half past 1:00 to have Claude's presentation on the Life & Health business.
• Before we go into the next presentation held by Claude, I'd like to draw your attention to the feedback questionnaire we have prepared.
• Yes, we now dive in -- go straight into Claude's presentation, and he will, no surprise here, talk about Life & Health.
• And we are very happy that Claude is -- as we have last year, Clemens' presentation, Claude also giving us a lesson in this new language.
• Well, thank you, Claude, for your presentation, and welcome Klaus to stage.
• Claude and Klaus?",0,0,0,0
E16,6,Seth Blackley,"Evolent Health, Inc.",,"• And it also creates a scale -- a level of scale, where we need to do something like AI, which we're investing heavily in right now.
• We have a big base upon which to deploy that AI versus just one small.
• We're really focused first, as I mentioned, on where are the pockets of excess administrative work that today is highly manual, that could be automated through AI.
• And so, a couple of examples of that literature review from large language models and generative AI using that sort of technology to accelerate that sort of work.
• Can we have a copilot that sits next to them virtually speaking and pulls all of that together, where we're not focused today because we believe it would be premature is to move anything resembling clinical decision-making into the sphere of AI.
• And I think the product innovation that we have on the horizon, whether it's musculoskeletal or more in the patient or the AI side are also quite exciting.",1,1,1,0
E17,10,Evan Gappelberg,Nextech3D.AI Corporation,,"• When you look at our AI capabilities, we have dramatically increased that.
• If you look at Toggle, that's part of our AI capabilities.
• But beyond that, we've created algorithms for search and we're going to have some really cool demos for you in just a few minutes from Hareesh showing some of our search capabilities now that uses AI to search our 3D model library for meshes, 3D meshes.
• We launched our AI ad network, Steve, which was quite a big deal.
• We are continuing to invest in our 3D modeling business and in generative AI, we are scaling our MapD business with our AI ad network, which we previously announced.
• We are scaling our AI technologies in general, and we're looking at AI technology start-ups for potential acquisitions and investments.
• Hareesh, you've been working with our AI team, right?
• So if you think about that, if a person could typically do, let's say, two models per day, now they could do three models per day if they're able to use the AI.
• So that's really what it means when you're talking about AI, increasing productivity.
• So if you think about it, we've invested over the past number of years into multiple technologies, AI technology, spatial computing technology, events platforms, 3D modeling business.",0,1,1,0
